Departamento|NombreAutoridad|Genero|Cargo|Partidos_Organizaciones|porcentaje
Beni|SONIA QUENTA YUPANQUI|F|Concejal|MAS-IPSP|
Beni|JOVITA HURTADO ISITA|F|Concejal|MAS-IPSP|
Beni|MANUEL NAJAYA BUDE|M|Concejal|MAS-IPSP|
Beni|GOVER BECERRA GUZMAN|M|Concejal|MAS-IPSP|
Beni|ELZA BLANCO MACHACA|F|Concejal|MAS-IPSP|
Beni|GONZALO GUITERRAS BALDERRAMA|M|Concejal|MNR|
Beni|BOLIVIA MENDIA MASCAYA|F|Concejal|MNR|
Beni|ELVIRA CALVIMONTES ORTIZ|F|Concejal|MNR|
Beni|RUBERT ESCALANTE MARTINEZ|M|Concejal|MNR|
Beni|JAIME ISIDORO CHOQUE VERA|M|Concejal|MNR|
Beni|NIEVES SUSANA QUISBERT GONZALES|F|Concejal|MNR|
Beni|MARINELA TABORGA |F|Concejal|NACER|
Beni|PEDRO CAYAMI MOCHO|M|Concejal|NACER|
Beni|MARCO ANTONIO MERCADO VARGAS|M|Concejal|NACER|
Beni|MIRIAN ANGULO SALAZAR|F|Concejal|NACER|
Beni|ROSA MARIA HIZA CALATAYUD|F|Concejal|MNR|
Beni|ERIX CUELLAR MELGAR|M|Concejal|MNR|
Beni|OTTO RENE REA FERREIRA|M|Concejal|MNR|
Beni|ELISA YALILE JALIL HIZA|F|Concejal|MNR|
Beni|JOSE ROBERTO ARTEAGA LEAL|M|Concejal|MAS-IPSP|
Beni|AMIRID MOSQUEIRA GUARENA|F|Concejal|MAS-IPSP|
Beni|YAMIRKA CHAVEZ CATACORA|F|Concejal|MNR|
Beni|HUGO RONALD CUELLAR LORAS|M|Concejal|MNR|
Beni|JUAN CARLOS CASTEDO ANTEZANA|M|Concejal|MNR|
Beni|ANA MARIA SUAREZ ARZA|F|Concejal|MNR|
Beni|MARIA DEL CARMEN CHONONO GUACAMA|F|Concejal|MNR|
Beni|CARLOS CESAR ROMAN CASTEDO|M|Concejal|MNR|
Beni|MARIA ROCIO MARTINEZ CHAVEZ|F|Concejal|MAS-IPSP|
Beni|EGUIL MONTERO CHAVEZ|M|Concejal|MAS-IPSP|
Beni|KEN ANTELO CASTEDO|M|Concejal|MAS-IPSP|
Beni|MARIOLY ROJAS HURTADO|F|Concejal|MAS-IPSP|
Beni|LILIAN MELGAR PARADA|F|Concejal|MAS-IPSP|
Beni|NELSON HERRERA RIBERA|M|Concejal|MAS-IPSP|
Beni|SANTIAGO ESPINOZA CHIRI|M|Concejal|MAS-IPSP|
Beni|OLGA GUARY CHURIPUY|F|Concejal|MAS-IPSP|
Beni|RUBY GONZALES FRANCO|F|Concejal|MAS-IPSP|
Beni|PEDRO PAZ RAPU|M|Concejal|MAS-IPSP|
Beni|MELANIO ENOVORE YTACHI|M|Concejal|MAS-IPSP|
Beni|ROXANA TICONA CUELLAR|F|Concejal|MAS-IPSP|
Beni|NURIS NARDA ARIAS MORENO|F|Concejal|MAS-IPSP|
Beni|JERONIMO SOLIZ PAZ|M|Concejal|MAS-IPSP|
Beni|DARSY KATIANA MERCADO OJOPI|F|Concejal|MAS-IPSP|
Beni|FRANCIS MORON HURTADO|F|Concejal|MAS-IPSP|
Beni|OLVEN MORON PARAMINI|M|Concejal|MAS-IPSP|
Beni|DANTE OJOPI BANEGA|M|Concejal|MAS-IPSP|
Beni|HEIDY RIVAROLA ROJAS|F|Concejal|MAS-IPSP|
Beni|MARINA NIBUSCHA CHUVE|F|Concejal|MAS-IPSP|
Beni|TEODULO SALAS ORIHUELA|M|Concejal|MAS-IPSP|
Beni|JESUS MERCADO ALFARO|M|Concejal|MAS-IPSP|
Beni|JASINTA SUAREZ LANGUIDEY|F|Concejal|MAS-IPSP|
Beni|MENA MEJIA ORELLANA|F|Concejal|MNR-UD|
Beni|JOSE ALFREDO MELGAR TACANA|M|Concejal|MNR-UD|
Beni|PABLO EDUARDO ROCA DORADO|M|Concejal|MNR-UD|
Beni|LOURDES SALINAS CHAVEZ|F|Concejal|MNR-UD|
Beni|ABIGAIL ARCE MOLINA|F|Concejal|MNR-UD|
Beni|JUAN DE DIOS SOSSA RODRIGUEZ|M|Concejal|MNR-UD|
Beni|JESUS ARDAYA VIRUEZ|M|Concejal|MAS-IPSP|
Beni|MARY CRUZ MELGAR AYUMUMUICO|F|Concejal|MAS-IPSP|
Beni|KATIUSKA FIGUEROA ROJAS|F|Concejal|MAS-IPSP|
Beni|ANSEL MOROÑA SUAREZ|M|Concejal|MAS-IPSP|
Beni|BELZA RIBERA LEIGUE|F|Concejal|MNR|
Beni|CARLOS ALBERTO CAMPOS LEIGUE|M|Concejal|MNR|
Beni|DEMETRIO NILACA GUASICO|M|Concejal|MNR|
Beni|FRANCY JENY OSINAGA CHAVEZ|F|Concejal|MNR|
Beni|LUZ LENY MONTERO CUELLAR|F|Concejal|NACER|
Beni|SAMUEL CHOQUE ACAPA|M|Concejal|NACER|
Beni|PEDRO SALAZAR PEREZ|M|Concejal|NACER|
Beni|DALLY RAMOS FREITA|F|Concejal|NACER|
Beni|RAUL RODRIGUEZ JUSTINIANO|M|Concejal|MAS-IPSP|
Beni|ROSARIO MENDOZA VELA|F|Concejal|MAS-IPSP|
Beni|PEDRO ANGEL TONORE VELASCO|M|Concejal|MAS-IPSP|
Beni|MARIELA CHAVEZ COIMBRA|F|Concejal|MAS-IPSP|
Beni|ROSA SELVA JUAREZ JUAREZ|F|Concejal|MAS-IPSP|
Beni|IVES VACA ARIAS|M|Concejal|MAS-IPSP|
Beni|EUGENIO YOQUI ARTEAGA|M|Concejal|MAS-IPSP|
Beni|DOLLY  NOE ARCE|F|Concejal|MNR|
Beni|DAMIR JUAREZ MUCHAIRO|M|Concejal|MNR|
Beni|FREDDY VACA SAUCEDO|M|Concejal|MNR|
Beni|GABRIEL HORMANDO VACA GUZMAN|M|Concejal|MAS-IPSP|
Beni|EDITH ALVAREZ CATIVE|F|Concejal|MAS-IPSP|
Beni|LENY AMANDA GIL ARDAYA|F|Concejal|MAS-IPSP|
Beni|JUAN DAVID VIRUEZ CUELLAR|M|Concejal|MAS-IPSP|
Beni|MIGUEL GUASEBE TAMO|M|Concejal|MAS-IPSP|
Beni|AISA ESOBE NOSA|F|Concejal|MAS-IPSP|
Beni|ELFIA GUAJI SUAREZ|F|Concejal|MAS-IPSP|
Beni|GABRIEL MUIBA HURTADO|M|Concejal|MAS-IPSP|
Beni|JUAN FLORES NUÑEZ|M|Concejal|MAS-IPSP|
Beni|CLAUDIA ARRIAZA BARTHELEMY|F|Concejal|MAS-IPSP|
Beni|SILVIA CHOQUE ZOACA|F|Concejal|NACER|
Beni|AGUSTIN NOZA CUEVAS|M|Concejal|NACER|
Beni|DAVID CAYO RAMOS|M|Concejal|NACER|
Beni|ANA VACA SALVATIERRA|F|Concejal|NACER|
Beni|ROXANA IBA MOY|F|Concejal|NACER|
Beni|JAIME GONZALES SAAVEDRA|M|Concejal|NACER|
Beni|JUAN JOSEA PARAGUAYO|M|Concejal|MAS-IPSP|
Beni|DELMIRA MOLE MACHUA|F|Concejal|MAS-IPSP|
Beni|ROSA MAIRA GUACAMA PIEROLA|F|Concejal|MAS-IPSP|
Beni|ABAD LAURA MAMANI|M|Concejal|MAS-IPSP|
Beni|ARTURO CASANOVAS ARIAS|M|Concejal|NACER|
Beni|MERCEDES MAMIO CASTRO|F|Concejal|NACER|
Beni|GUMERCINDA MENECES MERIDA|F|Concejal|NACER|
Beni|AVELINO LANGUIDEY MARPARTIDA|M|Concejal|NACER|
Beni|LORETO LIMPIAS SANCHEZ|F|Concejal|NACER|
Beni|MARIOLY SUAREZ JUSTINIANO|F|Concejal|MAS-IPSP|
Beni|ALEXANDER ARAYA MONZON|M|Concejal|MAS-IPSP|
Beni|CORPUS MALALE NOZA|M|Concejal|MAS-IPSP|
Beni|ROSMERI MENDEZ MAMANI|F|Concejal|MAS-IPSP|
Beni|SILVANA GRECIA CORDOVA PATTZY|F|Concejal|MAS-IPSP|
Beni|VIRGILIO MOY NOZA|M|Concejal|MAS-IPSP|
Beni|EDDY TABORGA VACA|M|Concejal|MNR|
Beni|ERIKA PATRICIA SOLETO CLAVIJO|F|Concejal|MNR|
Beni|JOSE FREDDY HASSAN SUAREZ|M|Concejal|MAS-IPSP|
Beni|VIVIAN ESPINOZA EAMARA|F|Concejal|MAS-IPSP|
Beni|MARIA FELIX ROYO ROCA|F|Concejal|MAS-IPSP|
Beni|RODOLFO ASEÑAS RODRIGUEZ|M|Concejal|MAS-IPSP|
Beni|GUILLERMO ROCHA VARGAS|M|Concejal|MAS-IPSP|
Beni|SARAH VANIA CRESPO ARZE|F|Concejal|MAS-IPSP|
Beni|ALEJANDRA BEZERRA BENAVIDES|F|Concejal|MAS-IPSP|
Beni|MIGUEL ANGEL FARIÑAS CHAO|M|Concejal|MAS-IPSP|
Beni|WILMER ENDARA PEREZ|M|Concejal|MAS-IPSP|
Beni|LESLIE VIVIANA ORTUÑO SOLIS|F|Concejal|MAS-IPSP|
Beni|ENZO CARLO ROCA PINTO|M|Concejal|MNR|
Beni|NELA VARGAS TIRINA|F|Concejal|MNR|
Beni|CAROLA OLIVA SAUCEDO|F|Concejal|MNR|
Beni|JOSE GARCIA BLANCO|M|Concejal|MNR|
Beni|DAVID MITUMORI OYOLA|M|Concejal|MNR|
Beni|MARIA FERNANDA SUAREZ FERNANDEZ|F|Concejal|MNR|
Beni|MAXIMA CALLE YUCRA|F|Concejal|MNR|
Beni|VICTOR OMAR CHACON CORIA|M|Concejal|MNR|
Beni|ERICK NELSON SORUCO ALPIRE|M|Concejal|MNR|
Beni|ALLISON AÑEZ VALDIVIA|F|Concejal|MNR|
Beni|CIRIACO RODRIGUEZ VASQUEZ|M|Concejal|NACER|
Beni|VANESA TIRINA JIMENEZ|F|Concejal|NACER|
Beni|JHONNY PAUL PINTO PHILLIPS|M|Concejal|MNR|
Beni|GUEISA ONIABA PINTO|F|Concejal|MNR|
Beni|CARMEN JUSTA TERCEROS GUTIERREZ|F|Concejal|MNR|
Beni|OMAR ESTEBAN RUIZ ORTIZ|M|Concejal|MNR|
Beni|HENRRY CABRAL ATIARE|M|Concejal|MNR|
Beni|NELLY KAROLA JIMENEZ OJOPI|F|Concejal|MNR|
Beni|CORDY TEZALIA JAUREGUI PINTO|F|Concejal|MAS-IPSP|
Beni|MARCOS JULIO BELTRAN JURADO|M|Concejal|MAS-IPSP|
Beni|JUAN FRANCISCO ASBUN SUAREZ|M|Concejal|MAS-IPSP|
Beni|ROXANA ROSA BUSTAMANTE CARREÑO|F|Concejal|MAS-IPSP|
Beni|JANETH CUELLAR MEJIA|F|Concejal|MAS-IPSP|
Beni|ALEJANDRO TEMO QUIETE|M|Concejal|MAS-IPSP|
Beni|JOHNNY FERNANDO CARDENAS ESPAÑA|M|Concejal|NACER|
Beni|BENI VEIZAGA VALVERDE|F|Concejal|NACER|
Beni|MARCO ANTONIO MAJLUF ANTELO|M|Concejal|MNR|
Beni|DORA DOMINGUEZ JUSTINIANO|F|Concejal|MNR|
Beni|ELDA VANESSA MONTAÑO ALVAREZ|F|Concejal|MNR|
Beni|CRISTIAN GUILLERMO PARADA GUIZADA|M|Concejal|MNR|
Beni|ALCIDES IRIARTE SUAREZ|M|Concejal|MNR|
Beni|LOIDA CAYALO APINAYE|F|Concejal|MNR|
Beni|NARDA CUELLAR DAVIEDS|F|Concejal|MNR|
Beni|KADYR SOSA CAYU|M|Concejal|MNR|
Beni|MARGINA JIMENEZ RODRIGUEZ|F|Concejal|MAS-IPSP|
Beni|MANUEL HUMAZA PEREZ|M|Concejal|MAS-IPSP|
Beni|ADHEMAR TERAN MONTEJO|M|Concejal|MAS-IPSP|
Beni|ZAIDA VARGAS ZAPANI|F|Concejal|MAS-IPSP|
Beni|JULIA ALCIRA GOMEZ ESCALANTE|F|Concejal|MAS-IPSP|
Beni|ORLANDO ROCHA SOSA|M|Concejal|MAS-IPSP|
Beni|SANTA JUSTINIANO ACEPECO|F|Concejal|MAS-IPSP|
Beni|SANTOS MACHADO ALMAQUIO|M|Concejal|MAS-IPSP|
Beni|AMADEO CHAVEZ MACHADO|M|Concejal|MAS-IPSP|
Beni|AMPARO MAURO ASIAMA|F|Concejal|MAS-IPSP|
Beni|ANA ISABEL ATOYAY OLIVA|F|Concejal|MAS-IPSP|
Beni|ARCINDO CARVAHLO SOSA|M|Concejal|MAS-IPSP|
Beni|WILDA NEIRA CUELLAR|F|Concejal|MNR|
Beni|RODOLFO JUSTINIANO VACA|M|Concejal|MNR|
Beni|MARCIAL MACHADO RODRIGUEZ|M|Concejal|MNR|
Beni|CAROLA CALDERON VILLAVICENCIO|F|Concejal|MNR|
Tarija|ALFONSO PAUL LEMA GROSZ|M|Concejal|UNIR|
Tarija|NICOLASA RIOS MIRANDA|F|Concejal|UNIR|
Tarija|CIRA FLORES VILLARROEL |F|Concejal|UNIR|
Tarija|CARLOS ALMAZAN ROMERO|M|Concejal|UNIR|
Tarija|SERGIO GALLARDO TARRAGA|M|Concejal|MAS - IPSP|
Tarija|MARIA YOLANDA GARECA REYES|F|Concejal|MAS - IPSP|
Tarija|FRANCISCO ROSAS URZAGASTE|M|Concejal|UNIR|
Tarija|MARIA EUGENIA MARTINEZ MANSILLA|F|Concejal|UNIR|
Tarija|ALAN ECHART SOSSA|M|Concejal|UD-A|
Tarija|LEONOR RAMIREZ RIVERA |M|Concejal|UD-A|
Tarija|RUTH NATTY PONCE PEREZ|F|Concejal|UNIR|
Tarija|BENITO ADEMAR YUFRA ALFARO |M|Concejal|UNIR|
Tarija|ANA REINALDA SORICH AYALA|F|Concejal|MAS - IPSP|
Tarija|JUAN CARLOS MONCADA AGUIRRE|M|Concejal|MAS - IPSP|
Tarija|ALBERTO VALDEZ ROJAS|M|Concejal|UNIR|
Tarija|CANDELARIA RIVERA PORTAL |F|Concejal|UNIR|
Tarija|ESTHER GARCIA ANDRADE|F|Concejal|UNIR|
Tarija|JOSE ADEL MOLINA RAMOS|M|Concejal|UNIR|
Tarija|VALMORE EDUARDO DONOSO ZAMBRANA|M|Concejal|UNIR|
Tarija|CINTHIA OLGA OLGUIN MEDINA|F|Concejal|UNIR|
Tarija|FREDDY YUCRA MIRANDA|M|Concejal|MAS - IPSP|
Tarija|ALCIRA RAQUEL RUIZ SANGUINO |F|Concejal|MAS - IPSP|
Tarija|MARCELA PARDO GUZMAN DE LISARAZU|F|Concejal|M. T.|
Tarija|ORLANDO COLQUE ALARCON |M|Concejal|M. T.|
Tarija|EDUARDO GUILLERMO GARNICA QUIROGA|M|Concejal|M. T.|
Tarija|PRIMITIVA SEGOVIA GALLARDO|F|Concejal|M. T.|
Tarija|MARTIN CARVAJAL MOSCOSO|M|Concejal|MAS - IPSP|
Tarija|JOSEFA TORREZ MARQUEZ|F|Concejal|MAS - IPSP|
Tarija|NEYZA GONZALES APARICIO |F|Concejal|M. T.|
Tarija|NIVAR SIVILA ROMERO|M|Concejal|M. T.|
Tarija|INOCENCIO CARI ALAVILA |M|Concejal|M. T.|
Tarija|ROMINA VILLENA RODRIGUEZ |F|Concejal|M. T.|
Tarija|MADA LORENA GASPAR ARMELLA|F|Concejal|M. T.|
Tarija|PASTOR DANIEL REARTE FARFAN |M|Concejal|M. T.|
Tarija|MARGARITA RUEDA RUIZ |F|Concejal|MAS - IPSP|
Tarija|ADALBERTO ARACENA MENDIETA|M|Concejal|MAS - IPSP|
Tarija|SABINA MARIA APAZA MAMANI|F|Concejal|MAS - IPSP|
Tarija|DAVID GROVER RUIZ BENAVIDEZ|M|Concejal|MAS - IPSP|
Tarija|JOSE LUIS MORALES RUIZ|M|Concejal|UD-A|
Tarija|LIDIA MARINA FARFAN CABRERA|F|Concejal|UD-A|
Tarija|JULIO CESAR CANELAS HERBAS|M|Concejal|MAS - IPSP|
Tarija|LUAVY ALEJANDRA CALLEJAS TORRICOS |F|Concejal|MAS - IPSP|
Tarija|ALICIA ESTELA VEIZAGA SILEZ|F|Concejal|MAS - IPSP|
Tarija|BEIMAR CARLOS ARENAS|M|Concejal|MAS - IPSP|
Tarija|ROSSEMARY ESCALANTE TRUJILLO|F|Concejal|UD-A|
Tarija|TITO ALBERTO GARECA GASPAR |M|Concejal|MAS - IPSP|
Tarija|MARIA CRISTINA MIRANDA AMAYA|F|Concejal|MAS - IPSP|
Tarija|EDWIN RIBERA ZENTENO|M|Concejal|UD-A|
Tarija|TEOFILA FERNANDEZ FLORES|F|Concejal|UD-A|
Tarija|ANA MARIA SORIA PEÑA|F|Concejal|UD-A|
Tarija|LUCIO SANCHEZ AZUA|M|Concejal|UD-A|
Tarija|ZULMA KARINA DIAZ ALVAREZ|F|Concejal|MAS - IPSP|
Tarija|MIGUEL ALEJANDRO AVILA SANTIESTEBAN|M|Concejal|MAS - IPSP|
Tarija|LUIS ADOLFO MARCA MAMANI|M|Concejal|UD-A|
Tarija|LEONARDA GUTIERREZ CHOQUE|F|Concejal|UD-A|
Tarija|RICHARD COCA|M|Concejal|MAS - IPSP|
Tarija|TECLA MERCEDES GARCIA DIAZ |F|Concejal|MAS - IPSP|
Tarija|VIVIANA KARINA IVANOVICH CARDONA|F|Concejal|UD-A|
Tarija|FERMIN GARCIA AMPUERO|M|Concejal|UD-A|
Tarija|PATRICIA CALIZAYA CEJAS |F|Concejal|MAS - IPSP|
Tarija|FREDDY NUÑEZ BARBEITO|M|Concejal|UD-A|
Tarija|FULGENCIA TOLABA FERNANDEZ|F|Concejal|UD-A|
Tarija|TANIA DANITZA RENDOM HURTADO|F|Concejal|UD-A|
Tarija|RAFAEL ABREGO COPA|M|Concejal|UD-A|
Tarija|VALENTIN ARMANDO NUÑEZ BARBEITO|M|Concejal|MAS - IPSP|
Tarija|PRIMITIVA MARTINEZ HUARACHI |F|Concejal|MAS - IPSP|
Tarija|MARIO AUGUSTO CAVERO RIOJA|M|Concejal|TPT|
Tarija|ERLINDA URZAGASTE ORTIZ|F|Concejal|TPT|
Tarija|ANDRES AGUIRRE FERNANDEZ|M|Concejal|UD-A|
Tarija|MAYER RUIZ RIVERO|M|Concejal|UD-A|
Tarija|MANUEL CATA GAITE|M|Concejal|MAS - IPSP|
Tarija|ILSEN RUIZ TARRAGA|F|Concejal|TPT|
Tarija|MARTINA GABRIELA CABELLO|F|Concejal|MAS - IPSP|
Tarija|CALIXTO ALARCON LOPEZ |M|Concejal|MAS - IPSP|
Tarija|LUIS MIGUEL TEJERINA TORREZ|M|Concejal|MAS - IPSP|
Tarija|FLORINDA RIOS OLARTE|F|Concejal|MAS - IPSP|
Tarija|PEDRO CHOQUE YURQUINA|M|Concejal|TPT|
Tarija|BENITA FLORES CUEVAS|F|Concejal|TPT|
Tarija|MARTHA SANCHEZ MERCADO|F|Concejal|MAS - IPSP|
Tarija|LIDOR VEGA |M|Concejal|MAS - IPSP|
Tarija|FLORINDA ORTIZ VEGA |F|Concejal|MAS - IPSP|
Tarija|JAVIER EURELIO DIAZ AGUILERA|M|Concejal|MAS - IPSP|
Tarija|NILA SIMOGNE DIAZ CHALI |F|Concejal|PRP|
Tarija|PORFIRIO CRUZ LEON|M|Concejal|PRP|
Tarija|MARCELINO TAPIA ORTEGA|M|Concejal|MAS - IPSP|
Tarija|INES ROMERO SUBIA|F|Concejal|MAS - IPSP|
Tarija|GERMAN CALICHO AVILA|M|Concejal|PRP|
Tarija|BADU MARISEL JEREZ FERNANDEZ|F|Concejal|PRP|
Tarija|MAGALY RUEDA RUIZ|F|Concejal|I|
Tarija|NESTOR GUILLERMO CONDORI|M|Concejal|I|
Tarija|ESTELA IRAHOLA VEDIA|F|Concejal|MAS - IPSP|
Tarija|PEDRO GALLARDO PEREZ|M|Concejal|MAS - IPSP|
Tarija|CLAUDIA SALDIVAR DELGADO |F|Concejal|PRP|
Tarija|EDWIN ORLANDO LOPEZ GALLARDO |M|Concejal|PRP|
Tarija|RUTH MARLENE MARIN CHAVEZ|F|Concejal|MAS - IPSP|
Tarija|FIDEL ANGEL TEJERINA GALVAN |M|Concejal|MAS - IPSP|
Tarija|NEHIZA NILDA GUZMAN AGREDA|F|Concejal|ISA|
Tarija|RENE GONZALES SALGADO |M|Concejal|ISA|
Tarija|EDMUNDO CASTILLO GALARZA|M|Concejal|MAS - IPSP|
Tarija|BRISEIDA JURADO MONTENEGRO|F|Concejal|MAS - IPSP|
Tarija|JORGE WILLY TORREZ CLAURE|M|Concejal|ISA|
Tarija|REYNA DELIA URZAGASTE GALARZA|F|Concejal|ISA|
Tarija|JORGE JULIO FLORES AUZA|M|Concejal|MAS - IPSP|
Tarija|ANA MARIA LEON CASTILLO|F|Concejal|UVM|
Tarija|RAFAEL HERLAN ZUÑIGA|M|Concejal|UVM|
Tarija|GABRIEL CAYOJA RODRIGUEZ |M|Concejal|MAS - IPSP|
Tarija|MARINA CARABALLO FLORES|F|Concejal|MAS - IPSP|
Tarija|NICOLASA NILZA VEGA GUZMAN|F|Concejal|MAS - IPSP|
Tarija|WILDER MATIAS FIGUEROA APARICIO|M|Concejal|MAS - IPSP|
Tarija|ELIDIA MARINA VEGA ROMERO|F|Concejal|FAU|
Tarija|MODESTO SAGREDO ORTEGA|M|Concejal|FAU|
Tarija|MILTON PEREZ QUISPE|M|Concejal|MAS - IPSP|
Tarija|CATALINA GARECA MAMANI|F|Concejal|MAS - IPSP|
Tarija|ELIDA ELDA GUERRERO AGUIAR|F|Concejal|MAS - IPSP|
Tarija|EUDES LIZARRAGA ORTIZ|M|Concejal|MAS - IPSP|
Tarija|JESUS GIRA MARTINEZ|M|Concejal|UNIR|
Tarija|ESTELA MONICA GALLARDO ACUÑA|F|Concejal|UNIR|
Tarija|JULIO TEJERINA|M|Concejal|MAS - IPSP|
Tarija|EYDI NADIA FARFAN GUTIERREZ|F|Concejal|MAS - IPSP|
Tarija|ANA MARIA COPA FARFAN |F|Concejal|MAS - IPSP|
Tarija|GABINO COLQUE ARMELLA|M|Concejal|MAS - IPSP|
Tarija|GERMAN TINTILAY |M|Concejal|MAS - IPSP|
Tarija|ASUNCIONA TOLABA CUENCA|F|Concejal|MAS - IPSP|
Tarija|MARIA MARIBEL TRUJILLO HUMACATA|F|Concejal|MAS - IPSP|
Tarija|FREDDY RAUL BEJARANO ARMELLA|M|Concejal|MAS - IPSP|
Tarija|LUCIO VERA|M|Concejal|MAS - IPSP|
Tarija|CATALINA CIENE CARDOZO OCAMPO|F|Concejal|MAS - IPSP|
Tarija|MIRIAN VELASQUEZ MENDOZA|F|Concejal|UNIR|
Tarija|RUDDY NEVER SEGOVIA AYARDE|M|Concejal|UNIR|
Tarija|ROBERTO VARGAS ARRAYA|M|Concejal|UNIR|
Tarija|ESTER AÑAZGO DE MENDEZ|F|Concejal|UNIR|
Tarija|PEDRO BENITEZ AGUILERA|M|Concejal|MAS - IPSP|
Tarija|AMALIA ROMERO RUIZ|F|Concejal|MAS - IPSP|
Tarija|JUANA SEGOVIA SANCHEZ DE CRUZ|F|Concejal|UNIR|
Tarija|OBERDAN RAMIRO BAREA|M|Concejal|UNIR|
Tarija|RODOLFO PONCE LOPEZ|M|Concejal|UNIR|
Tarija|PASCUALA AGUILAR VELASQUEZ|F|Concejal|UNIR|
Tarija|MARIA CRISTINA CARI VILLA|F|Concejal|MAS - IPSP|
Tarija|MAURO ALEJANDRO VILLA VACA|M|Concejal|MAS - IPSP|
Tarija|MAURA PONCE ARENAS|F|Concejal|UNIR|
Tarija|MARCOS JAVIER CRUZ LOPEZ|M|Concejal|UNIR|
Tarija|IRMA VELASQUEZ VELASQUEZ|F|Concejal|MAS - IPSP|
Tarija|NICOLINO SOSA MAIGUA|M|Concejal|MAS - IPSP|
Tarija|OSVALDO RUBEN AVENDAÑO |M|Concejal|MAS - IPSP|
Tarija|LILIAN RAMOS RUEDA|F|Concejal|MAS - IPSP|
Tarija|SANDRA BACHI MERCADO MAMANI |F|Concejal|MAS - IPSP|
Tarija|HERNAN MERCADO GIRON|M|Concejal|MAS - IPSP|
Tarija|POLONIA VELASQUEZ SOLIZ|F|Concejal|UNIR|
Tarija|ZULMA GRACIELA VELASQUEZ ZAMORA|F|Concejal|FURIA|
Tarija|ROSENDO RUEDA RUEDA|M|Concejal|FURIA|
Potosi|René Felix Navarro Miranda|M|Concejal|MAS IPSP|
Potosi|Victorina Soto Quispe|F|Concejal|MAS IPSP|
Potosi|Azucena Alejandra Fuertes Mamani|F|Concejal|UN|
Potosi|Gerardo  Martinez Apaza|M|Concejal|UN|
Potosi|Angel Eloy Relos Ramos|M|Concejal|POTOSI MOP|
Potosi|Bacilia Apacani Flores|F|Concejal|POTOSI MOP|
Potosi|Elizabeth Ugarte La Torre|F|Concejal|MAS IPSP|
Potosi|Jaime Salamanca Castro|M|Concejal|MAS IPSP|
Potosi|Luis Alberto Lopez Oporto|M|Concejal|UN|
Potosi|Susana Laura Vargas|F|Concejal|UN|
Potosi|Eulogia Olga Vilacahua Fransisco|F|Concejal|POTOSI MOP|
Potosi|Vladimir Jhon Torrez Ballesteros|M|Concejal|POTOSI MOP|
Potosi|Desdiderio Copa Mamani|M|Concejal|MAS IPSP|
Potosi|Roxana Reynaga Padilla|F|Concejal|MAS IPSP|
Potosi|Jose Luis Murrillo Torrejon|M|Concejal|MNR|
Potosi|Jhiobana Erika Loayza Torrico|F|Concejal|MNR|
Potosi|Ximena Lourdes Prieto Baragan|F|Concejal|UN|
Potosi|Carlos Carmona Gutierrez|M|Concejal|UN|
Potosi|Marcelino Vedia Tapis|M|Concejal|POTOSI MOP|
Potosi|Erika Massiel Calla|F|Concejal|POTOSI MOP|
Potosi|Maria Claydy Ruiz Delgado|F|Concejal|MAS IPSP|
Potosi|Victor Charles Conde Moreno|M|Concejal|MAS IPSP|
Potosi|Dolores Virginia Choque Arando|F|Concejal|MAS IPSP|
Potosi|Severino Condori Quispe|M|Concejal|MAS IPSP|
Potosi|Hipolito Lima Flores|M|Concejal|AAOQ|
Potosi|Rosalia Lopez Choque|F|Concejal|AAOQ|
Potosi|Rene Mendoza Lima|M|Concejal|MAS IPSP|
Potosi|Lidia Rojas Mamani|F|Concejal|MAS IPSP|
Potosi|Victoria García Zurita|F|Concejal|MAS IPSP|
Potosi|Timoteo Camiño Barea|M|Concejal|MAS IPSP|
Potosi|Delia Pacha Huallpa|F|Concejal|AAOQ|
Potosi|Joaquín Condori Espizonoza|M|Concejal|AAOQ|
Potosi|Gabriela Oña Oña|F|Concejal|MAS IPSP|
Potosi|Luis  Zurita Quispe|M|Concejal|MAS IPSP|
Potosi|Fransisco Marca Fernandez|M|Concejal|MAS IPSP|
Potosi|Tiburcio Acarapi Taguimallcu|M|Concejal|MAS IPSP|
Potosi|Elias Zurita Copa|M|Concejal|MAS IPSP|
Potosi|Paulina Mendoza Zurita|F|Concejal|MAS IPSP|
Potosi|Susana Soncko Cruz|F|Concejal|MAS IPSP|
Potosi|Juan Simon Vargas Murrillo|M|Concejal|MAS IPSP|
Potosi|Daniel Mamani Quispe|M|Concejal|MAS IPSP|
Potosi|Brigida Soliz Mamani|F|Concejal|MAS IPSP|
Potosi|Sonia Esperanza Gallego Clemente|F|Concejal|MAS IPSP|
Potosi|Casiano Morales Colque|M|Concejal|MAS IPSP|
Potosi|Juan Estrada Puma|M|Concejal|MAS IPSP|
Potosi|Petrona Ticona Acarapi|F|Concejal|MAS IPSP|
Potosi|Beatriz Condori Marcani|M|Concejal|MAS IPSP|
Potosi|Juan Aguilar Callahuara|M|Concejal|MAS IPSP|
Potosi|Eusebio Suyo Rios|M|Concejal|MAS IPSP|
Potosi|María Taboada Villca|F|Concejal|MAS IPSP|
Potosi|Delmira Mamani Acarapi|F|Concejal|MAS IPSP|
Potosi|Sirilo Marca Copa|M|Concejal|MAS IPSP|
